age,weight,height,exercise,sleep,sugar_intake,smoking,alcohol,married,profession,bmi,health_risk
64,60,155,low,6.1,medium,yes,yes,no,engineer,25.0,high
75,101,167,medium,8.0,medium,no,no,yes,driver,36.2,high
21,97,158,none,7.4,medium,no,no,yes,engineer,38.9,high
60,64,170,high,7.0,medium,no,no,no,office_worker,22.1,low
33,56,165,low,6.0,low,yes,yes,no,farmer,20.6,high
50,95,186,medium,6.2,high,no,yes,no,engineer,27.5,high
20,75,167,none,7.8,low,no,yes,no,driver,26.9,high
70,108,197,low,7.0,medium,no,no,no,doctor,27.8,high
21,72,160,none,8.2,medium,no,no,yes,office_worker,28.1,high
79,72,170,medium,6.1,medium,no,no,no,farmer,24.9,low
78,53,146,medium,4.6,high,no,no,no,artist,24.9,high
40,61,161,medium,7.8,low,no,no,yes,teacher,23.5,low
77,60,188,low,7.6,low,yes,no,yes,driver,17.0,high
63,61,177,medium,5.5,medium,no,no,yes,office_worker,19.5,high
48,48,156,medium,8.9,high,yes,no,yes,doctor,19.7,high
20,60,197,medium,9.1,medium,no,no,yes,farmer,15.5,low
64,96,165,medium,7.1,medium,no,no,yes,office_worker,35.3,high
21,68,150,high,6.5,medium,no,no,no,farmer,30.2,low
70,52,152,medium,7.1,medium,no,yes,yes,farmer,22.5,high
64,82,181,none,8.8,medium,no,no,no,student,25.0,high
18,105,195,medium,5.3,medium,no,no,no,farmer,27.6,high
68,89,152,medium,7.3,high,no,no,yes,office_worker,38.5,high
46,64,170,low,5.6,low,no,no,no,teacher,22.1,low
62,69,195,low,7.4,low,no,no,yes,artist,18.1,high
76,90,148,low,7.2,medium,no,no,no,student,41.1,high
52,107,168,none,6.4,medium,no,no,yes,driver,37.9,high
52,88,181,medium,5.5,medium,no,no,no,doctor,26.9,high
23,76,193,medium,8.7,medium,no,yes,no,student,20.4,low
76,92,181,medium,8.8,low,no,yes,yes,doctor,28.1,high
45,85,191,high,10.0,medium,no,no,no,teacher,23.3,low
56,69,189,high,9.3,medium,no,no,yes,farmer,19.3,low
60,107,162,none,6.8,medium,yes,no,no,farmer,40.8,high
37,45,181,medium,8.0,low,no,no,yes,artist,13.7,low
21,85,172,high,8.3,low,yes,yes,no,office_worker,28.7,high
29,61,180,medium,5.3,medium,no,yes,yes,student,18.8,low
70,102,170,low,8.8,medium,no,yes,no,farmer,35.3,high
40,83,159,high,6.5,high,no,no,no,office_worker,32.8,high
79,50,157,low,6.0,medium,no,no,yes,student,20.3,high
79,92,176,high,7.0,low,no,no,yes,engineer,29.7,high
37,79,160,medium,7.8,low,yes,no,yes,office_worker,30.9,high
74,99,160,high,5.4,low,no,yes,no,teacher,38.7,high
52,59,173,high,7.0,medium,no,yes,yes,office_worker,19.7,high
63,74,145,none,7.1,medium,no,yes,no,artist,35.2,high
58,78,190,medium,6.1,medium,no,no,no,student,21.6,low
52,68,189,medium,6.0,low,no,no,yes,student,19.0,high
33,95,186,medium,5.5,medium,yes,no,no,farmer,27.5,high
61,97,180,low,6.0,medium,no,no,no,driver,29.9,high
49,50,166,low,9.2,medium,no,no,yes,teacher,18.1,low
33,93,155,medium,7.3,low,no,no,yes,doctor,38.7,low
59,103,192,low,9.1,high,no,no,no,office_worker,27.9,high
50,96,195,medium,7.2,low,no,no,no,office_worker,25.2,low
75,95,167,high,8.8,medium,no,yes,yes,student,34.1,high
65,104,161,none,6.7,medium,no,no,yes,student,40.1,high
47,105,192,high,6.5,medium,no,no,no,farmer,28.5,low
43,54,162,medium,8.7,high,no,no,yes,engineer,20.6,low
40,107,145,high,7.3,high,no,no,no,office_worker,50.9,high
65,65,166,low,7.4,high,no,no,yes,driver,23.6,high
70,83,164,medium,5.6,medium,no,no,yes,student,30.9,high
29,56,192,none,8.3,high,yes,no,no,driver,15.2,high
21,63,176,medium,6.5,low,no,no,yes,student,20.3,low
53,102,189,medium,6.1,low,no,yes,no,student,28.6,high
41,86,163,high,6.7,low,yes,no,yes,teacher,32.4,high
58,74,164,none,7.2,medium,yes,no,yes,engineer,27.5,high
64,81,175,medium,8.5,medium,no,no,no,driver,26.4,high
64,95,169,low,7.5,medium,no,yes,yes,driver,33.3,high
61,85,180,medium,9.6,low,no,no,no,artist,26.2,high
28,98,185,medium,4.3,low,no,no,no,engineer,28.6,high
57,101,157,high,7.2,low,no,no,yes,farmer,41.0,high
43,53,154,none,8.3,low,no,no,no,office_worker,22.3,low
71,55,155,high,9.6,low,no,no,no,doctor,22.9,low
26,52,161,low,7.1,low,no,no,yes,artist,20.1,low
24,45,161,medium,5.6,high,no,yes,yes,teacher,17.4,high
35,75,145,medium,8.5,low,no,no,yes,artist,35.7,low
35,68,181,none,8.3,low,no,yes,no,driver,20.8,low
21,74,145,medium,10.0,low,no,yes,no,office_worker,35.2,high
25,90,187,medium,5.1,low,no,no,no,engineer,25.7,high
46,65,171,high,5.3,low,no,yes,yes,farmer,22.2,low
77,85,172,high,6.4,low,yes,no,no,doctor,28.7,high
78,89,166,medium,6.0,medium,no,no,no,engineer,32.3,high
29,49,165,low,7.7,high,no,no,no,teacher,18.0,low
72,63,161,low,7.3,medium,no,no,yes,teacher,24.3,high
47,65,183,none,5.5,medium,yes,yes,no,office_worker,19.4,high
23,85,161,low,5.6,medium,no,no,yes,engineer,32.8,high
42,108,176,medium,6.6,high,no,yes,no,doctor,34.9,high
76,85,191,low,7.4,high,no,no,yes,driver,23.3,high
44,92,171,medium,6.8,high,no,yes,yes,student,31.5,high
52,109,171,medium,5.6,low,no,yes,yes,farmer,37.3,high
79,105,198,medium,10.0,medium,no,no,yes,driver,26.8,high
57,92,165,high,8.9,high,no,no,yes,farmer,33.8,high
60,47,147,none,6.3,low,no,no,yes,teacher,21.8,high
49,100,168,low,6.3,medium,no,no,yes,office_worker,35.4,high
39,73,146,none,5.6,medium,no,no,no,doctor,34.2,high
50,70,154,low,5.8,medium,no,no,yes,doctor,29.5,high
72,97,171,none,7.0,low,no,no,no,driver,33.2,high
49,76,171,medium,6.3,low,no,no,no,teacher,26.0,low
63,63,169,high,9.9,low,no,no,yes,student,22.1,low
79,70,192,high,6.1,low,no,no,yes,student,19.0,low
47,56,161,medium,6.3,low,no,yes,no,office_worker,21.6,low
29,75,197,high,5.8,medium,no,no,yes,teacher,19.3,low
47,86,159,low,5.9,medium,yes,no,no,doctor,34.0,high
60,57,187,medium,6.8,medium,no,no,yes,student,16.3,low
60,85,160,medium,3.7,low,no,yes,no,doctor,33.2,high
57,53,152,medium,8.7,medium,no,no,no,office_worker,22.9,low
43,84,167,high,7.2,high,yes,no,no,engineer,30.1,high
56,82,198,none,5.0,high,no,no,yes,doctor,20.9,high
22,78,183,medium,6.7,high,no,no,no,office_worker,23.3,low
52,96,165,none,6.0,low,yes,no,no,doctor,35.3,high
19,97,157,medium,7.5,medium,no,no,yes,artist,39.4,low
77,55,160,medium,4.2,medium,no,no,yes,farmer,21.5,high
31,75,157,low,6.6,medium,no,no,yes,office_worker,30.4,high
53,101,190,low,9.6,medium,no,no,yes,driver,28.0,high
19,105,161,high,7.4,high,no,yes,yes,office_worker,40.5,high
30,107,199,medium,9.0,medium,no,no,yes,doctor,27.0,low
42,77,180,none,7.7,medium,no,no,yes,engineer,23.8,low
29,46,191,medium,6.7,medium,yes,no,yes,office_worker,12.6,low
21,106,156,high,8.7,low,no,yes,yes,student,43.6,high
26,105,165,medium,6.0,high,no,yes,no,driver,38.6,high
28,61,187,medium,7.3,low,no,no,yes,student,17.4,low
66,93,192,medium,7.6,medium,no,no,no,doctor,25.2,high
36,64,154,medium,8.2,medium,no,no,no,teacher,27.0,low
26,93,177,none,7.3,low,yes,yes,no,artist,29.7,high
20,56,175,high,7.0,low,no,no,yes,artist,18.3,low
71,81,182,medium,6.1,low,no,no,yes,teacher,24.5,low
62,60,151,medium,5.8,low,no,no,no,farmer,26.3,high
36,46,199,low,5.9,medium,no,no,yes,engineer,11.6,low
56,66,156,low,8.6,low,yes,no,no,engineer,27.1,high
52,107,171,medium,7.9,medium,no,no,yes,farmer,36.6,high
66,67,199,low,7.5,low,no,no,no,artist,16.9,high
77,88,151,low,8.1,medium,no,no,yes,student,38.6,high
38,101,177,low,6.3,medium,no,no,yes,student,32.2,high
62,65,158,medium,7.2,low,no,no,yes,student,26.0,high
38,106,185,medium,6.6,high,yes,no,yes,farmer,31.0,high
41,102,152,high,6.6,low,no,no,no,doctor,44.1,low
70,61,168,medium,6.1,medium,no,no,no,farmer,21.6,low
20,103,163,low,6.8,medium,no,no,no,engineer,38.8,high
65,86,191,low,8.0,medium,no,no,no,artist,23.6,high
45,58,152,high,7.7,low,no,yes,yes,student,25.1,high
31,101,151,medium,6.6,medium,no,no,yes,artist,44.3,low
53,77,182,medium,8.7,medium,no,no,no,doctor,23.2,low
74,46,175,low,7.2,medium,no,no,yes,farmer,15.0,high
46,58,195,high,9.0,medium,no,no,yes,office_worker,15.3,low
73,65,149,medium,3.5,medium,no,no,no,driver,29.3,high
37,89,186,medium,6.8,medium,no,no,yes,student,25.7,low
31,60,172,medium,6.5,medium,no,no,yes,farmer,20.3,low
27,60,168,medium,6.5,high,yes,no,yes,office_worker,21.3,high
66,56,153,medium,6.9,medium,yes,no,no,teacher,23.9,high
79,79,188,low,6.6,medium,no,no,yes,student,22.4,high
40,97,154,medium,5.9,high,yes,no,yes,teacher,40.9,high
62,104,169,high,5.8,medium,no,no,no,office_worker,36.4,high
69,98,158,high,7.6,medium,yes,no,yes,driver,39.3,high
30,76,183,medium,6.0,low,yes,no,yes,farmer,22.7,low
46,45,155,none,7.6,high,no,no,yes,student,18.7,low
72,64,196,medium,6.8,high,no,no,no,engineer,16.7,high
51,74,170,high,7.1,high,no,yes,yes,student,25.6,high
76,49,190,low,6.1,medium,no,no,no,office_worker,13.6,high
46,107,180,high,6.4,medium,no,no,yes,farmer,33.0,low
30,50,169,high,5.8,medium,no,no,no,engineer,17.5,low
73,52,195,high,4.4,low,no,no,yes,student,13.7,high
79,94,181,medium,7.8,medium,no,no,no,artist,28.7,high
36,94,171,medium,6.3,medium,no,yes,yes,teacher,32.1,high
25,88,189,none,8.6,low,no,no,yes,artist,24.6,low
79,83,197,high,5.6,low,no,yes,no,artist,21.4,high
25,68,168,low,5.5,high,no,no,no,office_worker,24.1,high
52,62,153,medium,7.2,low,no,no,yes,artist,26.5,high
39,83,172,none,5.6,low,yes,no,no,student,28.1,high
55,84,169,low,7.9,medium,no,no,yes,office_worker,29.4,high
24,78,185,high,6.8,high,no,no,yes,artist,22.8,low
77,68,145,medium,6.4,low,no,yes,yes,student,32.3,high
45,61,185,medium,6.5,medium,no,yes,yes,engineer,17.8,low
19,85,179,medium,5.7,low,yes,no,no,engineer,26.5,high
67,87,159,medium,5.6,high,no,no,yes,student,34.4,high
21,88,162,none,6.1,low,no,no,no,office_worker,33.5,high
35,109,183,none,5.9,high,no,no,no,office_worker,32.5,high
59,99,161,low,6.9,high,no,no,no,student,38.2,high
64,106,168,high,7.6,medium,yes,yes,no,artist,37.6,high
41,53,163,low,5.2,medium,no,no,yes,doctor,19.9,low
57,103,151,medium,7.0,low,no,yes,yes,artist,45.2,high
39,99,159,medium,8.9,low,no,no,no,driver,39.2,low
40,73,151,low,9.6,medium,no,no,yes,doctor,32.0,high
33,52,178,medium,5.3,low,no,no,yes,teacher,16.4,low
43,82,148,high,7.5,medium,no,yes,no,farmer,37.4,high
35,93,165,medium,9.0,medium,no,no,no,doctor,34.2,low
39,83,183,medium,7.6,medium,no,yes,yes,driver,24.8,low
79,94,172,low,6.2,medium,yes,no,no,engineer,31.8,high
68,97,188,low,4.7,medium,yes,no,yes,doctor,27.4,high
31,107,173,medium,4.9,low,no,no,yes,teacher,35.8,high
38,47,151,low,5.6,medium,no,no,no,teacher,20.6,low
54,80,153,medium,5.0,medium,no,no,no,engineer,34.2,high
64,104,169,medium,8.3,low,no,no,no,farmer,36.4,high
43,82,151,none,6.1,low,no,no,yes,office_worker,36.0,high
18,52,149,none,6.1,high,no,no,yes,driver,23.4,low
22,73,158,none,5.4,medium,yes,no,yes,doctor,29.2,high
73,71,157,medium,6.8,low,no,no,yes,driver,28.8,high
56,77,179,none,6.4,high,no,no,yes,teacher,24.0,high
69,60,169,medium,10.0,low,no,yes,no,driver,21.0,high
58,107,152,low,8.1,low,no,no,no,doctor,46.3,high
52,100,157,none,8.1,low,no,yes,no,farmer,40.6,high
27,55,166,none,6.4,medium,no,no,yes,farmer,20.0,low
25,89,162,high,5.2,low,no,no,yes,office_worker,33.9,high
50,75,173,high,6.0,medium,no,yes,yes,driver,25.1,high
76,104,149,high,9.1,medium,no,no,no,farmer,46.8,high
21,80,151,medium,6.8,low,no,no,no,engineer,35.1,low
65,104,146,medium,8.7,low,no,no,yes,engineer,48.8,high
23,102,148,low,9.9,low,no,no,no,office_worker,46.6,high
27,92,158,medium,6.9,low,yes,no,no,doctor,36.9,high
40,54,192,medium,5.0,medium,yes,no,yes,driver,14.6,high
76,57,171,high,7.0,low,no,yes,yes,artist,19.5,high
74,74,194,low,7.2,high,no,no,yes,teacher,19.7,high
68,105,167,none,5.6,high,no,no,yes,office_worker,37.6,high
53,80,151,low,5.1,high,yes,no,yes,driver,35.1,high
37,65,194,low,8.0,high,no,yes,no,driver,17.3,high
45,82,150,high,6.7,low,no,yes,yes,engineer,36.4,high
78,80,170,medium,10.0,medium,no,yes,yes,teacher,27.7,high
49,108,184,none,7.1,medium,yes,no,no,engineer,31.9,high
62,104,179,low,4.9,medium,no,no,no,student,32.5,high
70,95,174,medium,6.9,medium,yes,no,yes,driver,31.4,high
28,50,151,none,7.6,low,no,no,no,office_worker,21.9,low
40,65,159,medium,7.0,high,no,no,yes,teacher,25.7,high
49,69,195,high,9.1,high,no,no,yes,office_worker,18.1,low
72,73,164,medium,10.0,low,no,no,no,office_worker,27.1,high
47,56,167,medium,6.5,medium,no,no,no,farmer,20.1,low
18,98,189,medium,7.9,low,no,yes,yes,student,27.4,high
51,71,164,low,7.9,medium,no,no,yes,driver,26.4,high
62,83,165,medium,6.1,medium,no,no,yes,office_worker,30.5,high
33,61,192,high,7.3,low,no,no,yes,driver,16.5,low
73,95,183,high,5.1,medium,yes,no,yes,student,28.4,high
52,64,183,low,8.2,high,no,yes,yes,farmer,19.1,high
44,98,154,high,6.7,medium,yes,yes,no,farmer,41.3,high
30,87,179,low,8.8,low,no,yes,yes,office_worker,27.2,high
66,77,183,low,8.0,medium,no,no,yes,student,23.0,high
37,88,199,low,8.0,low,no,yes,yes,artist,22.2,low
40,102,151,low,7.4,medium,yes,no,no,doctor,44.7,high
23,53,152,high,6.1,medium,no,no,yes,office_worker,22.9,low
41,102,182,medium,8.3,low,no,no,yes,artist,30.8,low
73,89,192,high,8.4,medium,no,no,yes,office_worker,24.1,low
32,90,166,medium,7.6,high,no,no,yes,driver,32.7,high
44,102,159,low,7.1,high,yes,yes,no,teacher,40.3,high
59,73,191,medium,6.5,medium,no,no,yes,teacher,20.0,low
53,68,186,high,9.8,medium,yes,no,no,office_worker,19.7,high
69,50,189,medium,7.3,medium,no,no,yes,office_worker,14.0,low
45,103,153,medium,9.1,low,no,no,yes,farmer,44.0,low
41,101,197,low,7.2,medium,no,no,no,office_worker,26.0,high
50,59,164,low,6.6,low,no,no,yes,farmer,21.9,low
62,92,160,low,6.6,medium,no,no,yes,artist,35.9,high
41,61,199,low,7.5,medium,no,yes,yes,student,15.4,low
61,99,165,low,5.2,medium,no,no,yes,office_worker,36.4,high
55,98,153,medium,7.3,medium,no,yes,no,artist,41.9,high
19,99,154,low,6.8,low,yes,yes,yes,farmer,41.7,high
39,85,149,low,8.5,medium,no,no,no,engineer,38.3,high
68,48,178,medium,5.0,high,no,no,yes,farmer,15.1,high
26,97,184,medium,9.1,low,no,yes,yes,engineer,28.7,high
50,96,197,none,7.9,low,yes,yes,yes,doctor,24.7,high
58,72,162,medium,9.1,low,no,no,yes,driver,27.4,high
58,63,193,medium,7.7,high,no,no,no,farmer,16.9,high
44,96,171,medium,4.2,low,no,no,no,farmer,32.8,high
52,86,150,medium,5.8,low,no,no,yes,doctor,38.2,high
41,46,181,medium,6.0,medium,yes,yes,no,driver,14.0,high
60,53,181,low,5.9,low,no,no,no,student,16.2,high
58,45,171,high,6.5,medium,no,no,no,farmer,15.4,low
22,87,195,medium,7.5,medium,no,no,yes,student,22.9,low
40,90,188,low,4.6,low,no,yes,yes,driver,25.5,high
42,48,179,none,7.8,medium,no,no,yes,artist,15.0,low
39,94,151,medium,7.1,medium,no,no,no,artist,41.2,low
25,105,145,medium,7.1,medium,no,no,no,teacher,49.9,low
60,91,174,low,8.0,medium,no,no,yes,farmer,30.1,high
26,99,159,none,7.5,low,no,no,no,artist,39.2,high
48,64,154,high,6.9,medium,no,no,yes,student,27.0,low
33,71,154,medium,8.6,medium,no,no,yes,engineer,29.9,low
37,97,150,high,7.6,medium,no,yes,yes,office_worker,43.1,high
53,68,145,medium,4.6,medium,yes,no,no,office_worker,32.3,high
42,98,160,medium,9.5,low,no,yes,no,farmer,38.3,high
31,109,182,medium,5.5,low,yes,no,yes,doctor,32.9,high
67,67,160,none,8.8,medium,no,yes,yes,engineer,26.2,high
64,71,197,low,7.0,high,no,yes,no,farmer,18.3,high
75,51,170,medium,5.4,medium,yes,no,yes,driver,17.6,high
77,50,186,medium,7.7,low,yes,no,yes,engineer,14.5,high
28,58,148,low,4.2,low,no,no,yes,office_worker,26.5,high
61,66,145,medium,8.1,high,no,no,yes,doctor,31.4,high
21,81,162,medium,6.6,medium,no,no,no,office_worker,30.9,low
71,82,166,medium,7.8,low,no,yes,no,engineer,29.8,high
34,76,179,none,6.3,medium,yes,no,yes,artist,23.7,high
63,75,160,low,5.4,medium,no,no,yes,farmer,29.3,high
51,93,171,medium,8.5,medium,yes,yes,yes,artist,31.8,high
52,93,172,medium,7.3,medium,no,no,yes,artist,31.4,high
39,57,173,medium,7.9,medium,yes,yes,yes,student,19.0,high
46,95,150,high,7.3,medium,no,yes,no,student,42.2,high
18,93,149,medium,6.7,high,yes,yes,yes,doctor,41.9,high
19,86,195,low,5.6,high,no,yes,yes,artist,22.6,high
46,56,151,low,8.0,medium,yes,no,no,teacher,24.6,high
26,91,151,none,6.6,low,no,yes,no,artist,39.9,high
30,88,151,medium,6.7,low,no,no,yes,driver,38.6,low
30,78,184,low,8.9,high,no,no,no,office_worker,23.0,low
64,84,174,medium,10.0,medium,no,no,yes,teacher,27.7,high
44,88,167,low,9.3,medium,yes,no,no,engineer,31.6,high
33,97,148,low,6.2,high,no,no,yes,doctor,44.3,high
26,62,195,high,9.0,medium,yes,no,yes,engineer,16.3,low
19,47,164,high,3.9,low,no,yes,no,driver,17.5,low
56,64,151,none,7.1,medium,no,no,no,farmer,28.1,high
78,49,167,high,6.8,low,no,no,no,driver,17.6,low
79,105,158,medium,6.7,medium,no,no,no,driver,42.1,high
60,57,146,low,5.2,low,no,no,no,driver,26.7,high
36,101,184,none,6.6,medium,no,no,yes,doctor,29.8,high
73,65,182,low,6.1,medium,no,yes,no,student,19.6,high
38,50,150,none,9.1,high,yes,no,no,engineer,22.2,high
18,56,147,none,7.4,high,no,yes,no,engineer,25.9,high
66,49,162,medium,7.6,medium,no,no,yes,driver,18.7,low
74,69,174,low,5.4,medium,no,no,yes,student,22.8,high
75,106,160,none,7.1,medium,no,no,no,student,41.4,high
56,69,188,medium,7.2,medium,no,no,no,driver,19.5,low
38,88,178,none,4.6,high,no,no,no,office_worker,27.8,high
34,109,148,medium,9.9,medium,no,no,yes,doctor,49.8,low
28,87,174,medium,6.2,low,no,no,yes,farmer,28.7,low
41,103,157,medium,8.3,low,yes,no,no,driver,41.8,high
43,52,159,medium,8.4,medium,no,no,yes,teacher,20.6,low
74,58,174,none,6.0,low,yes,no,yes,teacher,19.2,high
76,106,153,medium,4.1,medium,no,yes,yes,doctor,45.3,high
37,54,181,medium,7.7,high,no,yes,yes,doctor,16.5,low
24,88,176,low,7.6,low,no,no,yes,driver,28.4,high
38,66,158,low,7.5,medium,no,no,no,student,26.4,high
57,106,185,medium,5.5,medium,no,no,no,teacher,31.0,high
39,68,189,medium,3.7,high,no,no,yes,driver,19.0,low
27,106,155,low,6.4,medium,no,no,yes,artist,44.1,high
56,88,161,none,9.4,low,yes,no,no,driver,33.9,high
41,83,147,low,5.4,low,no,no,yes,engineer,38.4,high
51,99,180,none,8.9,low,no,no,no,driver,30.6,high
46,86,191,none,5.7,medium,no,yes,yes,teacher,23.6,high
43,94,186,high,5.1,high,no,no,yes,farmer,27.2,high
72,100,190,low,7.3,low,no,no,yes,farmer,27.7,high
30,104,150,low,5.3,medium,no,no,yes,student,46.2,high
43,53,164,none,9.2,low,no,yes,no,office_worker,19.7,low
51,91,145,low,6.7,low,no,no,yes,doctor,43.3,high
58,83,150,none,8.1,low,no,no,no,engineer,36.9,high
79,71,176,none,6.4,high,yes,no,no,artist,22.9,high
28,52,159,high,9.3,low,no,no,no,artist,20.6,low
22,105,198,none,7.2,medium,no,no,no,office_worker,26.8,high
36,78,165,low,6.4,medium,no,no,yes,farmer,28.7,high
45,96,179,high,9.7,low,no,no,yes,farmer,30.0,low
27,99,158,medium,6.1,low,no,no,yes,artist,39.7,low
72,109,155,none,5.6,medium,no,no,yes,teacher,45.4,high
22,61,189,low,5.3,medium,no,yes,yes,farmer,17.1,high
42,90,166,high,6.1,high,no,no,yes,office_worker,32.7,high
71,82,177,high,7.9,medium,no,no,yes,artist,26.2,high
43,61,181,low,6.7,high,no,yes,no,teacher,18.6,high
65,47,169,high,3.6,low,no,no,yes,engineer,16.5,high
59,76,158,medium,6.2,medium,yes,no,no,teacher,30.4,high
18,103,183,medium,4.5,high,yes,no,yes,student,30.8,high
38,76,165,medium,7.2,low,no,yes,yes,engineer,27.9,high
55,50,196,none,4.5,high,no,no,yes,teacher,13.0,high
75,46,197,low,7.7,medium,yes,no,yes,student,11.9,high
60,77,191,medium,8.9,low,no,yes,yes,teacher,21.1,high
51,85,171,medium,6.5,medium,yes,yes,no,artist,29.1,high
64,69,166,high,8.2,low,no,no,yes,driver,25.0,high
47,96,160,low,7.8,high,yes,no,no,driver,37.5,high
20,81,181,low,5.2,high,no,no,yes,teacher,24.7,high
79,93,150,medium,7.1,high,no,no,yes,teacher,41.3,high
35,55,157,low,8.7,low,no,yes,yes,student,22.3,low
67,74,169,high,7.1,medium,no,yes,yes,student,25.9,high
54,86,195,low,6.0,low,no,no,yes,driver,22.6,high
70,58,170,none,6.4,medium,no,no,no,office_worker,20.1,high
68,91,167,medium,8.3,medium,yes,no,no,farmer,32.6,high
39,85,162,none,8.7,medium,no,no,yes,teacher,32.4,high
50,108,196,medium,6.8,high,no,no,no,engineer,28.1,high
75,50,184,medium,7.0,medium,no,no,yes,engineer,14.8,low
65,52,145,medium,4.5,medium,no,no,yes,student,24.7,high
62,67,187,none,5.4,high,no,no,yes,farmer,19.2,high
66,72,165,medium,5.9,medium,yes,yes,no,farmer,26.4,high
66,55,162,none,7.0,medium,yes,yes,yes,driver,21.0,high
22,73,185,high,8.1,medium,yes,no,yes,engineer,21.3,low
44,59,196,medium,6.0,high,no,yes,yes,teacher,15.4,high
28,87,167,low,3.6,high,no,no,yes,driver,31.2,high
43,84,145,medium,6.4,low,no,yes,yes,doctor,40.0,high
28,98,184,medium,6.7,low,no,yes,no,teacher,28.9,high
45,65,151,medium,4.8,high,yes,no,yes,engineer,28.5,high
33,77,184,none,4.5,medium,no,no,yes,student,22.7,low
27,102,188,none,6.4,medium,yes,no,yes,driver,28.9,high
31,75,195,none,6.4,medium,yes,no,no,office_worker,19.7,high
78,92,182,high,5.9,medium,no,no,no,engineer,27.8,high
34,79,147,high,6.3,medium,no,yes,yes,teacher,36.6,high
43,52,178,low,6.0,medium,no,no,no,student,16.4,low
62,101,185,medium,8.9,high,no,no,yes,office_worker,29.5,high
50,75,166,high,8.1,low,no,no,no,teacher,27.2,low
56,57,188,medium,7.0,medium,no,no,no,artist,16.1,low
29,72,168,medium,5.4,medium,no,yes,no,teacher,25.5,high
41,46,197,low,8.7,medium,no,no,no,farmer,11.9,low
32,98,150,medium,7.2,high,yes,no,yes,office_worker,43.6,high
43,96,176,high,6.3,medium,no,no,no,engineer,31.0,low
66,57,160,medium,7.2,high,yes,no,yes,farmer,22.3,high
79,105,189,medium,4.3,high,no,no,yes,teacher,29.4,high
78,79,157,medium,8.3,medium,no,no,yes,farmer,32.0,high
61,99,155,high,5.6,low,no,no,no,farmer,41.2,high
40,98,184,low,6.0,low,no,no,yes,farmer,28.9,high
36,54,185,low,8.0,low,no,no,no,artist,15.8,low
32,92,156,high,7.8,low,no,no,no,teacher,37.8,low
54,75,171,high,6.0,low,no,yes,no,farmer,25.6,high
56,77,171,none,9.0,medium,no,yes,no,engineer,26.3,high
43,101,189,none,8.2,medium,no,yes,no,teacher,28.3,high
47,46,150,medium,9.1,medium,no,no,no,artist,20.4,low
66,102,192,low,6.7,medium,no,no,no,student,27.7,high
20,68,151,medium,8.5,low,no,no,no,engineer,29.8,low
34,84,164,none,9.4,high,yes,yes,yes,driver,31.2,high
72,69,161,medium,5.2,high,yes,yes,yes,engineer,26.6,high
78,92,169,low,6.8,medium,no,no,no,student,32.2,high
18,69,152,medium,7.3,high,no,no,yes,engineer,29.9,high
56,99,197,high,6.1,medium,yes,no,no,office_worker,25.5,high
63,99,146,low,7.9,low,no,no,yes,teacher,46.4,high
20,49,167,high,8.0,medium,no,yes,no,driver,17.6,low
64,82,185,medium,9.1,medium,yes,no,yes,farmer,24.0,high
72,59,168,medium,7.8,high,no,no,yes,driver,20.9,high
35,91,156,medium,6.9,high,yes,no,no,artist,37.4,high
20,56,165,none,8.1,high,no,no,yes,teacher,20.6,low
32,60,166,medium,7.1,high,no,no,no,artist,21.8,low
34,99,198,medium,5.1,low,no,yes,yes,artist,25.3,high
26,58,157,none,8.3,medium,no,yes,yes,student,23.5,low
62,60,146,medium,6.6,low,no,yes,yes,teacher,28.1,high
53,103,192,none,5.0,medium,no,yes,no,artist,27.9,high
62,63,173,medium,7.7,low,no,no,no,doctor,21.0,low
38,53,185,low,7.1,low,no,no,yes,farmer,15.5,low
22,95,167,low,3.7,high,no,no,yes,driver,34.1,high
58,88,164,high,6.6,low,no,yes,no,office_worker,32.7,high
58,53,157,high,6.5,medium,no,yes,no,artist,21.5,high
58,83,194,none,4.9,low,yes,no,yes,driver,22.1,high
45,61,165,high,6.3,low,yes,yes,yes,doctor,22.4,high
53,91,150,medium,6.8,medium,no,no,no,driver,40.4,high
79,84,171,low,8.1,medium,no,no,yes,farmer,28.7,high
69,65,171,medium,8.6,low,no,no,yes,doctor,22.2,low
71,46,158,none,8.5,low,no,no,no,teacher,18.4,high
58,99,166,medium,7.4,high,no,yes,no,farmer,35.9,high
54,47,195,high,7.7,high,no,no,yes,farmer,12.4,high
70,69,172,medium,7.6,high,no,yes,yes,farmer,23.3,high
69,81,187,high,5.1,low,no,no,no,driver,23.2,high
56,50,169,low,7.5,low,no,yes,yes,doctor,17.5,high
28,85,161,high,4.8,medium,no,no,yes,engineer,32.8,high
61,63,162,medium,7.9,medium,no,no,yes,artist,24.0,low
67,100,147,medium,5.5,medium,no,no,no,farmer,46.3,high
66,108,160,medium,3.9,low,yes,no,yes,student,42.2,high
45,84,187,medium,5.4,medium,no,no,yes,farmer,24.0,low
69,60,179,low,6.1,high,no,no,yes,teacher,18.7,high
36,104,192,low,7.9,medium,no,no,yes,office_worker,28.2,high
49,51,185,medium,6.6,medium,no,no,yes,office_worker,14.9,low
38,93,189,none,7.3,medium,yes,no,no,artist,26.0,high
39,45,156,none,6.4,high,no,no,yes,engineer,18.5,low
33,83,189,high,8.3,low,no,no,no,farmer,23.2,low
